droplet_id,diameter_mm,radius_mm,area_mm2
46,0.9840467374815873,0.49202336874079367,0.7605387262375479
47,1.0618083687120636,0.5309041843560318,0.8854869584666282
48,1.5171366678656746,0.7585683339328373,1.8077538343040724
49,1.3030854868705384,0.6515427434352692,1.3336310461876388
50,0.6710879533911798,0.3355439766955899,0.3537111638175189
51,1.2972251908184385,0.6486125954092192,1.3216626852757387
52,1.084475315875105,0.5422376579375525,0.923696342613234
53,0.9969233999082123,0.49846169995410616,0.7805728854355323
54,1.3835028866522603,0.6917514433261301,1.5033151030297844
55,1.5092998567487852,0.7546499283743926,1.789126065869821
56,1.4793840357348595,0.7396920178674298,1.7189044545756629
57,0.9482347430332084,0.4741173715166042,0.7061900736693505
58,1.1072362872446355,0.5536181436223178,0.9628763109508122
59,1.2993790294210692,0.6496895147105346,1.3260551551989603
60,1.4926635381367077,0.7463317690683539,1.7499020096381266
61,1.056247728646413,0.5281238643232065,0.8762367371355612
62,1.144302307000855,0.5721511535004274,1.0284221655084105
63,0.8680995077981914,0.4340497538990957,0.5918735076644297
64,0.8411380127757988,0.4205690063878994,0.5556795337232355
65,1.4437577467182594,0.7218788733591297,1.6371125447902688
66,1.606872008571247,0.8034360042856235,2.0279276296487194
67,1.1783969635258997,0.5891984817629499,1.0906191292824614
68,1.5010598693676072,0.7505299346838036,1.7696440082644196
69,1.3084908075142903,0.6542454037571451,1.3447180465208775
70,1.0064640736184627,0.5032320368092313,0.7955847237648991
71,1.308418681652524,0.654209340826262,1.3445698050899144
72,1.6614109699397908,0.8307054849698954,2.1679238776788257
73,1.1892521882670144,0.5946260941335072,1.1108049330906267
74,1.6693930967442019,0.8346965483721009,2.188805180439847
75,0.4140764687730767,0.20703823438653834,0.13466383658955924
76,1.4465707513125672,0.7232853756562836,1.6434982303257513
77,1.2261141204714514,0.6130570602357257,1.1807329128566948
78,1.1102977948602397,0.5551488974301199,0.9682083771030915
79,1.2275282329606507,0.6137641164803254,1.1834580295170782
80,0.6037293256197321,0.30186466280986607,0.2862690686292431
81,1.1340984336487463,0.5670492168243731,1.0101628264083398
82,1.3071337714535238,0.6535668857267619,1.3419302781941997
83,1.6433682134224548,0.8216841067112274,2.1210926852331276
84,1.0445189345179058,0.5222594672589529,0.8568849507367102
85,0.9574519191320436,0.4787259595660218,0.7199856313293446
86,1.049472886924639,0.5247364434623195,0.8650323067204364
87,1.4746206353106222,0.7373103176553111,1.7078530328997958
88,1.2986253328979054,0.6493126664489527,1.3245172616712726
89,1.0410719388698884,0.5205359694349442,0.8512387055396935
90,1.3539802299340067,0.6769901149670033,1.4398409715066376
91,1.2291232648044121,0.6145616324022061,1.1865355630292616
92,1.4905934971598667,0.7452967485799333,1.7450518113128792
93,0.9893840718367942,0.4946920359183971,0.7688112151810087
94,1.1017013560206694,0.5508506780103347,0.9532737833007254
95,1.0823675540603528,0.5411837770301764,0.9201092810279231
96,0.7609455155603644,0.3804727577801822,0.4547754427246212
97,1.2888360831193728,0.6444180415596864,1.304623671185142
98,1.2783165816539668,0.6391582908269834,1.2834138632344934
99,1.2015340369927383,0.6007670184963692,1.133866795153898
100,1.129623859987456,0.564811929993728,1.002207377495789
101,0.7753887773848758,0.3876943886924379,0.4722031754201206
102,1.0738064031703922,0.5369032015851961,0.9056113566827478
103,1.097185645041969,0.5485928225209845,0.9454751422573501
104,0.9593168192335143,0.47965840961675715,0.7227931016356625
105,1.1516142865001973,0.5758071432500986,1.041607190379258
106,1.3212152570443614,0.6606076285221807,1.3709986959365839
107,1.765855770363159,0.8829278851815795,2.449065154015044
108,1.2523733438495517,0.6261866719247758,1.2318491040200505
109,1.2772651172168292,0.6386325586084146,1.2813034172593638
110,1.1776662252701497,0.5888331126350749,1.0892669363568357
111,0.6243686354102875,0.31218431770514377,0.3061766299170291
112,1.192045837365235,0.5960229186826175,1.1160298030763334
113,1.2180690629823079,0.6090345314911539,1.165289162066679
114,1.938972633745586,0.969486316872793,2.952794617446715
115,1.1422917105656631,0.5711458552828316,1.0248113620272743
116,1.2904642027000837,0.6452321013500418,1.3079218795366185
117,1.189586469088427,0.5947932345442135,1.1114294818204213
118,0.8493965887141404,0.4246982943570702,0.5666447982255274
119,1.542846844354506,0.771423422177253,1.869543241079417
120,1.4255799098060322,0.7127899549030161,1.5961474709500123
121,1.437309584112914,0.718654792056457,1.622521739232143
122,0.9271837635615783,0.46359188178078914,0.6751830281795295
123,1.6208382932808296,0.8104191466404148,2.0633326885177445
124,0.7794446811623157,0.38972234058115784,0.47715609643477785
125,1.376057128140081,0.6880285640700405,1.4871775132455438
126,1.8571366877429933,0.9285683438714967,2.7088042397225487
127,0.9028391024607935,0.45141955123039673,0.6401925296011427
128,1.0301106811191685,0.5150553405595842,0.8334079943900223
129,1.2298954095262924,0.6149477047631462,1.1880268128873426
130,1.0489573037651403,0.5244786518825701,0.8641825724562305
131,0.7348009706801601,0.3674004853400801,0.42406196755757614
132,1.220568892441808,0.610284446220904,1.170077089858611
133,0.8813088858821685,0.44065444294108425,0.6100229572247741
134,1.3420777291905543,0.6710388645952772,1.414637676497806
135,0.924172729729859,0.4620863648649295,0.6708048284456898
136,1.6649803215052619,0.8324901607526309,2.1772489571680573
137,0.9650240122991288,0.4825120061495644,0.7314188034488169
138,1.1033815451382973,0.5516907725691487,0.9561836491694966
139,1.4440551652109008,0.7220275826054504,1.6377871146046041
140,0.8307407050698135,0.41537035253490673,0.5420269280149005
141,1.2682379803812387,0.6341189901906193,1.2632560632697285
142,1.5921428262847284,0.7960714131423642,1.9909205536160068
143,0.7177550296316317,0.35887751481581587,0.404615364557077
144,1.2553901575596913,0.6276950787798456,1.23779099872802
145,1.277964838274527,0.6389824191372635,1.2827076684974836
146,1.434546861533193,0.7172734307665966,1.616290278168189
147,0.8289147867365754,0.4144573933682877,0.5396468610417381
148,0.8038630160747171,0.40193150803735855,0.5075209541556859
149,1.3565824696850692,0.6782912348425346,1.4453808041593874
150,1.2890954019699559,0.6445477009849779,1.3051487147500858
151,1.275147855103763,0.6375739275518815,1.2770590256163776
152,1.3039344628490928,0.6519672314245464,1.3353693658322618
153,0.9959925835264527,0.49799629176322635,0.779115941333755
154,1.269676109148301,0.6348380545741505,1.266122646604795
155,1.2879217419896043,0.6439608709948021,1.302773245104133
156,0.9856945745920896,0.4928472872960448,0.7630879816746304
157,1.759732353343427,0.8798661766717135,2.4321094708440816
158,1.3421498762735362,0.6710749381367681,1.4147897760713657
159,0.8426089508392054,0.4213044754196027,0.5576247195354165
160,1.3969660825901489,0.6984830412950744,1.5327156967255418
161,0.9075954989318036,0.4537977494659018,0.6469557068718027
162,1.4361253811227355,0.7180626905613677,1.6198492411213308
163,1.5475786737022212,0.7737893368511106,1.8810284060067364
164,0.9537953044944868,0.4768976522472434,0.7144967234464558
165,1.4890128387732964,0.7445064193866482,1.7413527903681987
166,1.3238342780809496,0.6619171390404748,1.3764394948843985
167,1.446618047998347,0.7233090239991735,1.6436057028293416
168,1.7690378947961842,0.8845189473980921,2.4578996828722115
169,1.1263835651991387,0.5631917825995694,0.9964660155246935
170,0.9738791506927531,0.48693957534637655,0.7449035054525551
171,0.9331456711123429,0.46657283555617146,0.6838939672556474
172,0.9552569145103684,0.4776284572551842,0.7166882119653887
173,1.1768694871757688,0.5884347435878844,1.0877935700099899
174,1.3023455924449931,0.6511727962224966,1.332116999644159
175,1.2830072397990058,0.6415036198995029,1.2928498680262546
176,1.4481549747108071,0.7240774873554036,1.6470999816581033
177,1.203900567563372,0.601950283781686,1.138337701316749
178,1.636060223147195,0.8180301115735975,2.102269808405306
179,1.1206029500286132,0.5603014750143066,0.9862645067892784
180,2.016050749976886,1.008025374988443,3.1922199112404908
181,1.387700204329502,0.693850102164751,1.5124505557959989
182,0.9428527330751152,0.4714263665375576,0.6981964076933558
183,0.8787322505816663,0.43936612529083313,0.6064611890238878
184,1.3447417245729556,0.6723708622864778,1.4202593009971147
185,1.1329611644022446,0.5664805822011223,1.008137867969442
186,1.4142001482276276,0.7071000741138138,1.570766528197207
187,1.3419712873720635,0.6709856436860318,1.4144132921237713
188,1.1781513262029382,0.5890756631014691,1.0901644966756496
189,0.9459618845794785,0.47298094228973925,0.7028087454378339
190,0.7455458325942406,0.3727729162971203,0.4365546065522614
191,1.0660455143798937,0.5330227571899468,0.8925681294055924
192,1.4569196382970415,0.7284598191485208,1.6670977910107967
193,1.264228123239061,0.6321140616195305,1.2552804805642472
194,0.8262783663864035,0.41313918319320175,0.5362195523861102
195,1.2519542777553545,0.6259771388776773,1.2310248453019519
196,1.315595213918651,0.6577976069593255,1.3593598895372594
197,0.9348427691396601,0.46742138456983007,0.6863838047022706
198,1.2461175317836584,0.6230587658918292,1.2195732605380123
199,1.2174626155338,0.6087313077669,1.1641291117224184
200,0.857108910650813,0.4285544553254065,0.5769815175429769
